Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,0,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,1,No,12,3,2,1,22,3,3,22,7,2,10
50,0,Travel_Rarely,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,7,No,15,3,4,1,4,2,3,2,2,2,2
28,1,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,7,Yes,13,3,4,0,10,4,3,7,7,3,7
36,0,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,9,No,14,3,1,1,10,2,3,8,7,0,5
38,0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,4,Yes,14,3,4,0,10,4,4,1,0,0,0
44,0,Non-Travel,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,2,No,14,3,3,0,9,5,3,5,2,1,4
47,0,Travel_Frequently,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,9,Yes,12,3,4,2,28,2,2,22,2,11,13
30,0,Travel_Rarely,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,7,No,23,4,4,1,10,2,2,8,7,7,7
29,0,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,1,No,11,3,3,0,1,6,3,1,0,0,0
42,1,Travel_Frequently,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,6,Yes,12,3,4,0,7,2,3,2,2,2,2
43,0,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,3,No,18,3,3,1,7,5,3,2,2,2,2
34,0,Travel_Rarely,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,3,No,11,3,4,0,10,2,3,5,1,4,3
23,0,Travel_Rarely,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,1,No,14,3,4,1,5,2,4,4,3,0,2
39,0,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,9,No,15,3,3,1,12,3,1,8,3,3,6
56,0,Travel_Rarely,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,7,No,11,3,3,0,30,1,2,10,7,1,1
40,0,Travel_Rarely,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,0,Yes,20,4,4,0,5,2,2,4,2,2,3
27,0,Travel_Rarely,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,8,No,19,3,1,0,9,2,1,7,6,0,7
29,0,Travel_Rarely,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,1,No,14,3,4,2,2,2,3,2,2,2,2
53,0,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2,No,17,3,4,0,19,4,3,2,2,2,2
35,0,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,2,No,11,3,1,1,16,2,4,1,0,0,0
32,0,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,1,No,15,3,4,2,10,2,3,10,8,4,7
38,0,Travel_Rarely,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,6,Yes,13,3,2,1,6,0,1,1,0,0,1
34,0,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,3,No,14,3,3,1,7,3,3,0,0,0,0
52,0,Travel_Rarely,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,1,No,11,3,1,0,34,3,4,34,6,1,16
33,1,Travel_Rarely,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,1,Yes,13,3,3,0,10,2,2,10,9,7,8
25,0,Travel_Rarely,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,1,No,23,4,2,0,6,5,2,6,5,1,4
45,0,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,0,No,13,3,1,0,9,3,3,8,7,3,1
23,0,Travel_Rarely,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,1,No,18,3,4,0,2,3,3,2,2,0,2
47,1,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,4,Yes,12,3,4,0,8,2,3,5,4,1,3
34,0,Travel_Rarely,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,1,No,22,4,3,0,6,5,3,6,5,1,4
55,1,Travel_Rarely,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,5,Yes,13,3,4,1,24,2,3,5,2,1,4
36,0,Non-Travel,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,1,No,15,3,2,0,10,1,3,10,7,0,9
52,0,Non-Travel,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,0,No,18,3,1,1,5,3,3,4,3,1,2
26,0,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,3,No,14,3,1,1,5,2,3,2,2,2,0
29,0,Travel_Rarely,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4,No,12,3,1,1,11,3,2,8,7,1,1
26,1,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,6,No,17,3,3,0,6,2,2,4,3,1,2
34,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,2,No,16,3,3,0,10,2,3,4,2,1,3
54,0,Travel_Rarely,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,9,Yes,11,3,2,2,9,4,3,5,3,1,4
27,0,Travel_Frequently,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,0,No,19,3,2,1,5,3,3,4,2,1,1
37,0,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,0,Yes,13,3,2,2,6,3,2,5,3,4,3
38,0,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,6,Yes,12,3,4,0,17,2,3,15,7,4,12
34,0,Travel_Rarely,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,1,No,11,3,3,0,6,3,3,6,5,1,3
35,0,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,1,No,16,3,2,1,3,1,2,3,2,0,2
30,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3,No,21,4,3,2,7,2,3,2,2,0,2
40,0,Travel_Frequently,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,1,No,24,4,4,1,8,2,3,8,7,3,7
34,0,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,5,No,17,3,2,1,6,1,3,3,2,1,2
42,0,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,1,No,13,3,2,1,24,4,2,24,7,14,9
23,1,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1,Yes,21,4,3,2,1,2,3,0,0,0,0
24,0,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,1,No,11,3,3,3,1,4,3,1,0,0,0
52,0,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,8,No,20,4,2,1,9,3,3,5,2,1,4
50,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,5,No,16,3,4,0,30,3,3,4,3,0,3
29,1,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,1,Yes,11,3,4,1,1,1,3,1,0,0,0
33,0,Travel_Rarely,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,0,No,11,3,4,0,14,3,4,13,9,3,7
33,1,Travel_Rarely,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5,No,15,3,3,0,6,3,3,3,2,0,2
47,0,Travel_Rarely,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,1,Yes,11,3,3,1,26,3,2,26,14,3,0
36,0,Travel_Rarely,Research & Development,1,3,Other,3,Female,35,3,2,Manufacturing Director,2,Married,0,No,15,3,1,1,10,2,3,9,7,0,5
29,0,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,1,No,24,4,3,1,10,3,3,10,7,0,7
58,1,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,7,Yes,12,3,4,0,40,2,3,31,15,13,8
35,0,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,3,No,13,3,3,0,7,0,3,2,2,2,2
42,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,9,Yes,13,3,4,1,8,4,3,4,3,0,2
28,1,Travel_Rarely,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,6,No,17,3,4,0,5,3,2,2,2,2,1
36,0,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,4,No,13,3,2,1,8,2,3,5,2,0,4
32,0,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,98,2,2,Manufacturing Director,3,Married,1,No,12,3,3,1,14,3,3,14,13,6,8
40,0,Travel_Frequently,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,6,No,14,3,4,0,10,6,3,1,0,0,0
30,0,Travel_Rarely,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,5,Yes,24,4,2,0,12,4,2,0,0,0,0
45,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,1,No,14,3,4,0,1,3,3,1,0,0,0
42,0,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,1,No,13,3,4,1,10,3,2,9,8,7,8
38,0,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,2,No,15,3,3,1,13,3,2,4,3,1,2
34,0,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,1,No,16,3,3,0,6,3,3,5,2,1,3
49,1,Travel_Rarely,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,1,No,18,3,1,2,9,3,4,9,8,7,7
55,1,Travel_Rarely,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,4,No,16,3,3,0,12,3,2,9,7,7,3
43,0,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,6,No,24,4,3,1,22,3,3,4,1,1,0
27,0,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,1,Yes,16,3,2,1,9,3,3,9,8,0,8
35,0,Travel_Rarely,Research & Development,7,3,Other,3,Male,59,3,3,Manufacturing Director,3,Single,3,No,21,4,2,0,17,3,4,8,5,1,6
28,0,Travel_Rarely,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,1,Yes,20,4,1,0,8,2,3,8,7,7,5
34,0,Travel_Rarely,Human Resources,3,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,0,No,19,3,3,1,4,1,1,3,2,0,2
26,1,Travel_Frequently,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,1,Yes,14,3,1,1,8,2,3,8,7,1,7
27,0,Non-Travel,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1,No,11,3,3,3,0,6,2,0,0,0,0
51,0,Travel_Rarely,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,2,No,14,3,3,1,29,2,2,20,6,4,17
44,0,Travel_Rarely,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,9,No,12,3,4,0,10,2,2,5,2,2,3
25,0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,65,4,1,Research Scientist,1,Single,7,No,13,3,3,0,6,3,2,4,3,0,1
33,0,Travel_Rarely,Sales,1,3,Medical,1,Male,48,4,2,Sales Executive,1,Divorced,1,No,22,4,1,1,9,5,3,9,8,0,8
35,0,Travel_Rarely,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,1,No,11,3,4,0,6,3,2,6,5,1,1
36,0,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,1,Yes,14,3,4,1,18,1,2,18,14,4,11
32,0,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,2,No,11,3,3,1,8,3,2,5,2,0,3
30,0,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,9,No,12,3,2,1,10,3,2,5,4,0,3
53,0,Travel_Rarely,Sales,7,2,Marketing,1,Female,78,2,3,Sales Executive,4,Married,7,Yes,18,3,4,1,35,3,3,5,2,0,4
45,0,Travel_Rarely,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,4,Yes,12,3,3,1,18,2,3,5,4,0,2
32,0,Travel_Rarely,Research & Development,8,2,Medical,3,Female,91,4,2,Research Scientist,3,Married,5,No,12,3,3,1,9,3,2,5,3,1,3
52,0,Travel_Frequently,Research & Development,25,4,Medical,3,Female,81,2,4,Manufacturing Director,4,Married,3,No,22,4,3,0,31,3,3,9,8,0,0
37,0,Travel_Rarely,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,4,No,19,3,4,2,9,2,3,1,0,0,0
28,0,Travel_Rarely,Human Resources,8,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,1,No,13,3,4,1,6,6,3,5,1,0,4
22,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,33,2,2,Manufacturing Director,4,Married,6,No,22,4,1,2,4,2,1,2,2,2,2
44,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,2,Yes,24,4,3,1,10,2,2,3,2,0,2
42,0,Travel_Frequently,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,5,Yes,14,3,4,0,8,2,3,2,1,2,2
36,0,Travel_Rarely,Human Resources,8,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,0,No,21,4,3,0,6,3,3,5,4,0,3
25,0,Travel_Rarely,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,1,Yes,18,3,4,0,5,3,3,5,3,0,3
35,0,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,1,Yes,20,4,2,1,17,2,3,17,14,5,15
35,1,Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,1,Yes,19,3,1,1,10,3,2,10,2,7,8
32,0,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,61,3,1,Laboratory Technician,4,Divorced,0,No,12,3,2,1,4,2,3,3,0,0,2
25,0,Travel_Rarely,Sales,4,1,Marketing,3,Male,87,2,2,Sales Executive,1,Married,1,No,12,3,1,0,5,1,4,5,2,0,3
49,0,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,36,3,1,Research Scientist,1,Married,2,No,16,3,2,1,7,2,3,4,2,0,2
24,0,Non-Travel,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,0,No,17,3,4,0,6,2,2,5,2,3,4
32,0,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,48,3,2,Sales Executive,2,Married,1,No,14,3,4,1,10,3,3,10,8,5,3
38,0,Travel_Rarely,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,0,No,19,3,4,1,3,3,3,2,2,1,2
42,0,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,2,Yes,13,3,2,1,17,1,2,5,3,1,3
31,0,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,3,Yes,19,3,2,1,8,2,3,6,4,0,2
29,1,Travel_Rarely,Sales,1,3,Medical,2,Female,48,2,1,Sales Representative,3,Divorced,6,Yes,19,3,3,3,5,3,3,3,2,0,2
53,0,Travel_Rarely,Sales,8,3,Marketing,1,Male,73,3,4,Sales Executive,4,Married,5,No,14,3,3,1,28,3,3,2,0,2,2
35,0,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,78,2,3,Manufacturing Director,2,Married,3,No,16,3,1,0,16,2,3,13,10,4,8
37,0,Travel_Frequently,Sales,21,2,Medical,3,Female,54,3,1,Sales Representative,4,Married,5,No,15,3,2,1,10,3,3,5,4,0,0
53,0,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,72,3,4,Research Director,4,Single,6,No,18,3,3,0,33,0,3,12,9,3,8
43,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,33,3,2,Healthcare Representative,4,Married,4,No,13,3,2,1,12,2,2,5,2,2,2
47,0,Travel_Rarely,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,0,Yes,22,4,1,1,8,2,3,7,6,7,7
37,0,Non-Travel,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,1,Yes,13,3,4,0,10,2,3,10,0,0,9
50,0,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,1,No,11,3,4,1,31,3,3,31,6,14,7
39,0,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,42,2,2,Human Resources,4,Married,8,No,11,3,3,2,13,2,3,5,4,0,4
33,0,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,3,Yes,11,3,3,1,7,4,4,4,3,0,3
32,1,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,87,3,1,Laboratory Technician,4,Single,1,Yes,24,4,3,0,1,2,1,1,0,0,1
29,0,Travel_Rarely,Research & Development,7,1,Medical,1,Female,62,2,1,Laboratory Technician,4,Divorced,6,No,14,3,3,3,8,5,3,4,3,0,3
44,0,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,61,3,1,Research Scientist,1,Married,1,Yes,13,3,4,0,8,0,3,8,7,7,1
28,0,Travel_Rarely,Sales,5,4,Medical,1,Male,98,3,2,Sales Executive,4,Single,1,No,14,3,2,0,4,3,3,4,2,0,2
58,1,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,57,2,1,Laboratory Technician,4,Divorced,9,Yes,14,3,4,1,3,3,2,1,0,0,0
43,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,55,3,2,Manufacturing Director,2,Divorced,4,No,21,4,3,1,4,2,4,1,0,0,0
20,1,Travel_Rarely,Sales,2,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,1,No,13,3,4,0,2,3,2,2,2,0,2
21,1,Travel_Rarely,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,1,No,19,3,1,0,1,3,2,1,0,0,0
36,0,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,68,3,2,Healthcare Representative,4,Married,0,Yes,17,3,1,1,17,2,2,16,8,4,11
47,0,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,65,2,1,Sales Representative,4,Single,1,Yes,18,3,1,0,3,3,2,3,2,1,2
22,1,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,0,Yes,19,3,1,1,4,3,4,3,2,0,2
41,1,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,4,Yes,13,3,3,1,10,1,2,7,7,1,0
28,0,Travel_Rarely,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,5,No,18,3,2,1,6,2,3,2,2,2,2
39,1,Travel_Rarely,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,7,Yes,21,4,4,0,8,2,1,2,2,2,2
27,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,1,No,19,3,3,0,1,2,3,1,1,0,0
34,0,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,83,3,1,Laboratory Technician,2,Divorced,1,No,14,3,2,2,1,3,3,1,0,1,0
42,0,Travel_Rarely,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,7,No,17,3,1,0,10,6,3,5,4,0,3
33,0,Travel_Rarely,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,3,Yes,11,3,2,0,6,1,3,3,2,0,2
58,0,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,2,Yes,13,3,4,1,24,3,3,6,0,0,4
31,0,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,41,2,1,Sales Representative,3,Married,3,No,15,3,2,0,13,2,4,7,7,5,2
35,0,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,51,3,2,Healthcare Representative,4,Married,1,Yes,25,4,4,1,10,2,1,10,6,0,7
49,0,Travel_Rarely,Research & Development,8,2,Other,1,Female,51,3,3,Laboratory Technician,2,Married,4,No,11,3,3,1,29,3,2,26,9,1,7
48,0,Travel_Rarely,Research & Development,20,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,4,No,17,3,1,2,13,2,2,0,0,0,0
31,0,Non-Travel,Sales,20,2,Marketing,4,Female,45,3,2,Sales Executive,3,Married,1,No,13,3,4,1,9,2,2,9,8,0,0
36,0,Travel_Rarely,Research & Development,7,4,Other,2,Male,65,3,1,Research Scientist,4,Single,2,No,18,3,3,0,8,6,3,6,2,0,1
38,0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,1,No,13,3,2,1,15,3,3,15,12,5,11
32,0,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,6,No,20,4,3,0,5,3,3,3,0,0,2
25,1,Travel_Rarely,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,1,Yes,18,3,3,3,1,2,3,1,0,0,0
40,0,Travel_Rarely,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,2,No,12,3,2,1,11,2,2,1,0,0,0
26,0,Travel_Frequently,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,1,No,12,3,2,0,7,2,3,7,7,0,7
41,0,Travel_Rarely,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,2,Yes,13,3,3,0,20,3,3,18,13,2,17
36,0,Travel_Rarely,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,4,No,21,4,3,0,16,6,3,11,8,3,9
19,1,Travel_Rarely,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,1,Yes,13,3,2,0,1,3,4,1,0,0,0
20,1,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,1,No,19,3,2,0,1,2,3,1,0,0,0
31,0,Travel_Rarely,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,0,Yes,11,3,3,2,10,2,1,9,7,8,5
40,0,Travel_Frequently,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,8,Yes,14,3,4,1,3,2,3,1,1,0,0
32,0,Travel_Rarely,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,1,No,12,3,3,1,8,2,4,8,7,6,3
36,1,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,1,Yes,11,3,1,1,16,6,3,16,7,3,7
33,0,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,0,No,14,3,1,0,6,3,3,5,0,1,4
37,1,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,5,No,11,3,3,0,17,2,1,14,1,11,7
45,0,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,1,No,12,3,2,0,9,5,2,9,7,0,8
29,0,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,1,No,15,3,2,1,3,5,3,3,1,0,2
35,0,Travel_Rarely,Sales,18,3,Medical,3,Female,86,3,2,Sales Executive,3,Married,1,No,16,3,2,0,5,3,3,5,2,1,0
52,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,2,No,15,3,2,1,26,2,2,9,8,7,8
58,1,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,4,No,24,4,1,0,7,4,3,1,0,0,0
53,0,Travel_Rarely,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,6,No,13,3,3,1,22,3,4,17,13,15,2
30,0,Travel_Rarely,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,5,No,11,3,1,1,10,2,4,8,4,7,7
38,0,Non-Travel,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,1,Yes,13,3,2,0,6,1,3,5,3,1,3
35,0,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,6,No,13,3,2,1,12,2,3,10,9,0,8
39,0,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,0,No,18,3,4,0,9,3,3,8,7,0,7
40,1,Non-Travel,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,4,Yes,16,3,4,0,22,2,2,1,0,0,0
47,0,Travel_Frequently,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,1,Yes,19,3,3,0,20,3,4,19,10,2,7
36,0,Non-Travel,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,4,No,13,3,4,2,12,3,3,7,7,0,7
31,1,Non-Travel,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,0,Yes,22,4,1,0,4,0,3,3,2,1,2
33,0,Non-Travel,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,1,No,11,3,4,0,10,2,3,10,8,6,0
29,1,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,6,Yes,20,4,3,0,3,5,3,0,0,0,0
33,0,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,53,3,1,Research Scientist,4,Single,3,No,18,3,1,0,5,4,3,3,2,0,2
45,0,Travel_Rarely,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,3,No,14,3,4,2,8,2,3,5,3,0,2
